instance, struct, config, seed, edge_weight,current, best_batch, best,best_plus_negative_edge_weight, epochs_since_restart, current_temp, runtime_ms
elec_signed.json, config_gaia_chunks_10.json, clusters14.json, 1, 100355, 14192, 14188, 14188, -7723, 50, 0, 5567
chess_signed.json, config_venus_chunks_100.json, intervals14.json, 1, 32650, 6637, 6634, 6634, -6967, 50, 0.00000000010540010270513314, 10904
elec_signed.json, config_venus_chunks_100.json, clusters6.json, 1, 100355, 14188, 14187, 14187, -7727, 50, 0.0017553484970824146, 3584
chess_signed.json, config_gaia_chunks_10.json, intervals8.json, 1, 32650, 6485, 6478, 6478, -7119, 50, 0, 9091
elec_signed.json, config_gaia_chunks_10.json, clusters4.json, 1, 100355, 14196, 14192, 14192, -7719, 50, 0, 3891
elec_signed.json, config_venus_chunks_10.json, clusters10.json, 1, 100355, 14191, 14185, 14185, -7724, 50, 0.00001351285335319291, 7343
bundestag_signed.json, config_venus_chunks_100.json, intervals10.json, 1, 397497, 11704, 11704, 11704, -64837, 50, 0.005926078823523769, 23933
chess_signed.json, config_venus_chunks_100.json, intervals6.json, 1, 32650, 6602, 6595, 6595, -7002, 50, 0.00000000000000000037014840443048136, 9787
elec_signed.json, config_venus_chunks_100.json, clusters12.json, 1, 100355, 14196, 14195, 14195, -7719, 50, 0.00015401222946513776, 7676
elec_signed.json, config_venus_chunks_100.json, clusters4.json, 1, 100355, 14199, 14199, 14199, -7716, 50, 0.00000015605060840780632, 4689
bundestag_signed.json, config_venus_chunks_10.json, intervals14.json, 1, 397497, 11737, 11736, 11736, -64804, 50, 0.04502366839841621, 23697
chess_signed.json, config_venus_chunks_10.json, intervals8.json, 1, 32650, 6505, 6465, 6465, -7099, 50, 0.00000000000010679509160085508, 9347
elec_signed.json, config_venus_chunks_100.json, clusters14.json, 1, 100355, 14185, 14183, 14183, -7730, 50, 0.000045619564567855124, 7508
elec_signed.json, config_venus_chunks_10.json, clusters6.json, 1, 100355, 14192, 14189, 14189, -7723, 50, 0.000045619564567855124, 5475
elec_signed.json, config_gaia_chunks_10.json, clusters8.json, 1, 100355, 14189, 14183, 14183, -7726, 50, 0, 5484
elec_signed.json, config_venus_chunks_10.json, clusters12.json, 1, 100355, 14187, 14186, 14186, -7728, 50, 0.00015401222946513776, 7853
elec_signed.json, config_venus_chunks_10.json, clusters4.json, 1, 100355, 14199, 14192, 14192, -7716, 50, 0.0000011856019900434576, 5728
elec_signed.json, config_gaia_chunks_100.json, clusters6.json, 1, 100355, 14188, 14188, 14188, -7727, 50, 0, 5839
chess_signed.json, config_gaia_chunks_10.json, intervals14.json, 1, 32650, 6546, 6532, 6532, -7058, 50, 0, 13237
elec_signed.json, config_venus_chunks_100.json, clusters8.json, 1, 100355, 14186, 14185, 14185, -7729, 50, 0.0005199472430198486, 4922
chess_signed.json, config_gaia_chunks_100.json, intervals10.json, 1, 32650, 6674, 6662, 6662, -6930, 50, 0, 15867
elec_signed.json, config_venus_chunks_10.json, clusters8.json, 1, 100355, 14193, 14185, 14185, -7722, 50, 0.00015401222946513776, 5722
elec_signed.json, config_venus_chunks_10.json, clusters14.json, 1, 100355, 14192, 14190, 14190, -7723, 50, 0.0002310414483425409, 8945
chess_signed.json, config_gaia_chunks_100.json, intervals14.json, 1, 32650, 6654, 6652, 6652, -6950, 50, 0, 16732
chess_signed.json, config_venus_chunks_100.json, intervals16.json, 1, 32650, 6526, 6521, 6521, -7078, 50, 0.0000000000000001082085434199447, 16330
chess_signed.json, config_venus_chunks_100.json, intervals12.json, 1, 32650, 6532, 6527, 6527, -7072, 50, 0.000000000000000000002849440505005657, 17528
chess_signed.json, config_gaia_chunks_100.json, intervals8.json, 1, 32650, 6548, 6542, 6542, -7056, 50, 0, 14894
elec_signed.json, config_venus_chunks_100.json, clusters16.json, 1, 100355, 14190, 14190, 14190, -7725, 50, 0.0000060045115189559134, 10878
